Image,MOS,if_test
statue_gsigma_2_tsigma_8.ply,50.14553046,1
statue_gsigma_4_tsigma_16.ply,27.72288456,1
statue_gsigma_4_tsigma_32.ply,32.99521449,1
statue_gsigma_4_tsigma_8.ply,31.38009148,1
statue_level_7.ply,11.04592674,1
statue_level_8.ply,24.44605069,1
statue_level_9.ply,69.02141066,1
statue_pqs_1_qs_16_rounded.ply,87.01573408,1
statue_pqs_1_qs_32_rounded.ply,77.27978223,1
statue_pqs_1_qs_48_rounded.ply,67.40476035,1
statue_pqs_1_qs_64_rounded.ply,54.10887739,1
statue_tsl_4_tqs_128.ply,19.6972695,1
statue_tsl_4_tqs_256.ply,16.40082892,1
statue_tsl_4_tqs_512.ply,11.34401742,1
statue_tsl_4_tqs_64.ply,19.55881932,1
statue_tsl_6_tqs_128.ply,67.76035361,1
statue_tsl_6_tqs_256.ply,48.22983919,1
statue_tsl_6_tqs_512.ply,29.73847696,1
statue_tsl_6_tqs_64.ply,77.30130872,1
statue_tsl_8_tqs_128.ply,78.36511751,1
statue_tsl_8_tqs_256.ply,57.66573011,1
statue_tsl_8_tqs_512.ply,35.57328452,1
statue_tsl_8_tqs_64.ply,88.31888572,1
stone_gQP_1_tQP_1.ply,78.81994767,1
stone_gQP_1_tQP_2.ply,55.96429471,1
stone_gQP_1_tQP_3.ply,38.19125206,1
stone_gQP_2_tQP_1.ply,58.87870931,1
stone_gQP_2_tQP_2.ply,56.0219352,1
stone_gQP_2_tQP_3.ply,34.46225059,1
stone_gQP_3_tQP_1.ply,41.76109598,1
stone_gQP_3_tQP_2.ply,35.62049168,1
stone_gQP_3_tQP_3.ply,26.01342874,1
stone_gsigma_0_tsigma_16.ply,75.06155601,1
stone_gsigma_0_tsigma_32.ply,47.83686368,1
stone_gsigma_0_tsigma_8.ply,86.87668482,1
stone_gsigma_2_tsigma_16.ply,62.4059409,1
stone_gsigma_2_tsigma_32.ply,47.62512297,1
stone_gsigma_2_tsigma_8.ply,71.61570912,1
stone_gsigma_4_tsigma_16.ply,36.85294226,1
stone_gsigma_4_tsigma_32.ply,24.09074637,1
stone_gsigma_4_tsigma_8.ply,34.41591904,1
stone_level_7.ply,8.580533193,1
stone_level_8.ply,20.64931138,1
stone_level_9.ply,86.87232128,1
stone_pqs_1_qs_16_rounded.ply,80.90892544,1
stone_pqs_1_qs_32_rounded.ply,69.48493262,1
stone_pqs_1_qs_48_rounded.ply,77.06861834,1
stone_pqs_1_qs_64_rounded.ply,65.57957273,1
stone_tsl_4_tqs_128.ply,47.17354673,1
stone_tsl_4_tqs_256.ply,34.22061434,1
stone_tsl_4_tqs_512.ply,18.76360461,1
stone_tsl_4_tqs_64.ply,57.63837411,1
stone_tsl_6_tqs_128.ply,60.65492093,1
stone_tsl_6_tqs_256.ply,42.3730925,1
stone_tsl_6_tqs_512.ply,22.63591963,1
stone_tsl_6_tqs_64.ply,65.93925975,1
stone_tsl_8_tqs_128.ply,75.68153655,1
stone_tsl_8_tqs_256.ply,47.43694567,1
stone_tsl_8_tqs_512.ply,20.31259474,1
stone_tsl_8_tqs_64.ply,76.96861244,1
tool_box_gQP_1_tQP_1.ply,77.18180348,0
tool_box_gQP_1_tQP_2.ply,59.17937263,0
tool_box_gQP_1_tQP_3.ply,56.75944471,0
tool_box_gQP_2_tQP_1.ply,57.87079799,0
tool_box_gQP_2_tQP_2.ply,57.21173403,0
tool_box_gQP_2_tQP_3.ply,45.32187464,0
tool_box_gQP_3_tQP_1.ply,44.48994269,0
tool_box_gQP_3_tQP_2.ply,47.63715478,0
tool_box_gQP_3_tQP_3.ply,34.6512822,0
tool_box_gsigma_0_tsigma_16.ply,47.65395833,0
tool_box_gsigma_0_tsigma_32.ply,33.38089522,0
tool_box_gsigma_0_tsigma_8.ply,74.07774205,0
tool_box_gsigma_2_tsigma_16.ply,30.49113539,0
tool_box_gsigma_2_tsigma_32.ply,19.73538966,0
tool_box_gsigma_2_tsigma_8.ply,42.15868369,0
tool_box_gsigma_4_tsigma_16.ply,22.03286169,0
tool_box_gsigma_4_tsigma_32.ply,13.71265605,0
tool_box_gsigma_4_tsigma_8.ply,27.6145146,0
tool_box_level_7.ply,7.788150814,0
tool_box_level_8.ply,25.35706923,0
tool_box_level_9.ply,72.96806866,0
tool_box_pqs_1_qs_16_rounded.ply,82.50891381,0
tool_box_pqs_1_qs_32_rounded.ply,58.74124972,0
tool_box_pqs_1_qs_48_rounded.ply,38.80305363,0
tool_box_pqs_1_qs_64_rounded.ply,22.59810553,0
tool_box_tsl_4_tqs_128.ply,43.48063326,0
tool_box_tsl_4_tqs_256.ply,21.33990424,0
tool_box_tsl_4_tqs_512.ply,9.772409239,0
tool_box_tsl_4_tqs_64.ply,53.81005804,0
tool_box_tsl_6_tqs_128.ply,46.71853642,0
tool_box_tsl_6_tqs_256.ply,31.69048484,0
tool_box_tsl_6_tqs_512.ply,13.24459477,0
tool_box_tsl_6_tqs_64.ply,80.4800722,0
tool_box_tsl_8_tqs_128.ply,52.16919467,0
tool_box_tsl_8_tqs_256.ply,29.3246156,0
tool_box_tsl_8_tqs_512.ply,18.08086476,0
tool_box_tsl_8_tqs_64.ply,73.87057596,0
banana_gQP_1_tQP_1.ply,60.30135594,0
banana_gQP_1_tQP_2.ply,56.05951863,0
banana_gQP_1_tQP_3.ply,52.14230175,0
banana_gQP_2_tQP_1.ply,43.47696839,0
banana_gQP_2_tQP_2.ply,43.98226716,0
banana_gQP_2_tQP_3.ply,39.80857854,0
banana_gQP_3_tQP_1.ply,29.10726664,0
banana_gQP_3_tQP_2.ply,23.95632388,0
banana_gQP_3_tQP_3.ply,22.65939287,0
banana_gsigma_0_tsigma_16.ply,60.4722494,0
banana_gsigma_0_tsigma_32.ply,40.11307634,0
banana_gsigma_0_tsigma_8.ply,83.0931383,0
banana_gsigma_2_tsigma_16.ply,49.66770221,0
banana_gsigma_2_tsigma_32.ply,31.34629454,0
banana_gsigma_2_tsigma_8.ply,50.75512514,0
banana_gsigma_4_tsigma_16.ply,27.01710822,0
banana_gsigma_4_tsigma_32.ply,23.38349674,0
banana_gsigma_4_tsigma_8.ply,31.97703197,0
banana_level_7.ply,7.109028314,0
banana_level_8.ply,23.08348257,0
banana_level_9.ply,89.49153987,0
banana_pqs_1_qs_16_rounded.ply,82.92557282,0
banana_pqs_1_qs_32_rounded.ply,78.10954901,0
banana_pqs_1_qs_48_rounded.ply,61.89404966,0
banana_pqs_1_qs_64_rounded.ply,40.01541846,0
banana_tsl_4_tqs_128.ply,52.49538462,0
banana_tsl_4_tqs_256.ply,34.18431286,0
banana_tsl_4_tqs_512.ply,29.94302564,0
banana_tsl_4_tqs_64.ply,54.12092417,0
banana_tsl_6_tqs_128.ply,79.9250077,0
banana_tsl_6_tqs_256.ply,61.62952635,0
banana_tsl_6_tqs_512.ply,35.85265105,0
banana_tsl_6_tqs_64.ply,83.18362987,0
banana_tsl_8_tqs_128.ply,86.14465436,0
banana_tsl_8_tqs_256.ply,61.90144929,0
banana_tsl_8_tqs_512.ply,38.96808477,0
banana_tsl_8_tqs_64.ply,84.62807112,0
cauliflower_gQP_1_tQP_1.ply,87.62483924,1
cauliflower_gQP_1_tQP_2.ply,69.93401821,1
cauliflower_gQP_1_tQP_3.ply,55.86648008,1
cauliflower_gQP_2_tQP_1.ply,77.6400648,1
cauliflower_gQP_2_tQP_2.ply,61.72646927,1
cauliflower_gQP_2_tQP_3.ply,50.22284116,1
cauliflower_gQP_3_tQP_1.ply,34.47364814,1
cauliflower_gQP_3_tQP_2.ply,27.41161955,1
cauliflower_gQP_3_tQP_3.ply,30.23139757,1
cauliflower_gsigma_0_tsigma_16.ply,57.42510381,1
cauliflower_gsigma_0_tsigma_32.ply,40.19071723,1
cauliflower_gsigma_0_tsigma_8.ply,77.76226833,1
cauliflower_gsigma_2_tsigma_16.ply,53.13171917,1
cauliflower_gsigma_2_tsigma_32.ply,31.36818616,1
cauliflower_gsigma_2_tsigma_8.ply,64.1622967,1
cauliflower_gsigma_4_tsigma_16.ply,44.40470161,1
cauliflower_gsigma_4_tsigma_32.ply,27.32584159,1
cauliflower_gsigma_4_tsigma_8.ply,47.85717299,1
cauliflower_level_7.ply,8.793459623,1
cauliflower_level_8.ply,16.03060304,1
cauliflower_level_9.ply,74.68114942,1
cauliflower_pqs_1_qs_16_rounded.ply,90.03846164,1
cauliflower_pqs_1_qs_32_rounded.ply,63.72945614,1
cauliflower_pqs_1_qs_48_rounded.ply,27.07846018,1
cauliflower_pqs_1_qs_64_rounded.ply,14.40334861,1
cauliflower_tsl_4_tqs_128.ply,42.18869294,1
cauliflower_tsl_4_tqs_256.ply,33.13006869,1
cauliflower_tsl_4_tqs_512.ply,26.6104176,1
cauliflower_tsl_4_tqs_64.ply,61.90399729,1
cauliflower_tsl_6_tqs_128.ply,64.27065355,1
cauliflower_tsl_6_tqs_256.ply,41.86633972,1
cauliflower_tsl_6_tqs_512.ply,29.74216566,1
cauliflower_tsl_6_tqs_64.ply,75.53395733,1
cauliflower_tsl_8_tqs_128.ply,79.76526676,1
cauliflower_tsl_8_tqs_256.ply,43.98790896,1
cauliflower_tsl_8_tqs_512.ply,27.74439609,1
cauliflower_tsl_8_tqs_64.ply,92.85136908,1
mushroom_gQP_1_tQP_1.ply,77.73240747,0
mushroom_gQP_1_tQP_2.ply,43.61266042,0
mushroom_gQP_1_tQP_3.ply,36.81092275,0
mushroom_gQP_2_tQP_1.ply,60.55695582,0
mushroom_gQP_2_tQP_2.ply,46.37013719,0
mushroom_gQP_2_tQP_3.ply,30.96539789,0
mushroom_gQP_3_tQP_1.ply,30.04520696,0
mushroom_gQP_3_tQP_2.ply,26.24890703,0
mushroom_gQP_3_tQP_3.ply,20.3048466,0
mushroom_gsigma_0_tsigma_16.ply,75.09878823,0
mushroom_gsigma_0_tsigma_32.ply,49.35994386,0
mushroom_gsigma_0_tsigma_8.ply,94.30498452,0
mushroom_gsigma_2_tsigma_16.ply,46.54985717,0
mushroom_gsigma_2_tsigma_32.ply,38.48644541,0
mushroom_gsigma_2_tsigma_8.ply,53.853365,0
mushroom_gsigma_4_tsigma_16.ply,37.94959663,0
mushroom_gsigma_4_tsigma_32.ply,25.0118684,0
mushroom_gsigma_4_tsigma_8.ply,43.44282972,0
mushroom_level_7.ply,3.822951858,0
mushroom_level_8.ply,14.84418465,0
mushroom_level_9.ply,60.86093383,0
mushroom_pqs_1_qs_16_rounded.ply,89.21731077,0
mushroom_pqs_1_qs_32_rounded.ply,67.34013651,0
mushroom_pqs_1_qs_48_rounded.ply,44.95037706,0
mushroom_pqs_1_qs_64_rounded.ply,36.25293665,0
mushroom_tsl_4_tqs_128.ply,25.11673039,0
mushroom_tsl_4_tqs_256.ply,23.09139883,0
mushroom_tsl_4_tqs_512.ply,15.51013445,0
mushroom_tsl_4_tqs_64.ply,30.03413945,0
mushroom_tsl_6_tqs_128.ply,48.06095734,0
mushroom_tsl_6_tqs_256.ply,31.50071671,0
mushroom_tsl_6_tqs_512.ply,19.43317801,0
mushroom_tsl_6_tqs_64.ply,67.31096329,0
mushroom_tsl_8_tqs_128.ply,67.67772932,0
mushroom_tsl_8_tqs_256.ply,40.49803148,0
mushroom_tsl_8_tqs_512.ply,25.02467546,0
mushroom_tsl_8_tqs_64.ply,88.27427314,0
pineapple_gQP_1_tQP_1.ply,80.61949084,1
pineapple_gQP_1_tQP_2.ply,63.4549413,1
pineapple_gQP_1_tQP_3.ply,46.0406663,1
pineapple_gQP_2_tQP_1.ply,65.78228073,1
pineapple_gQP_2_tQP_2.ply,50.05562483,1
pineapple_gQP_2_tQP_3.ply,34.38091608,1
pineapple_gQP_3_tQP_1.ply,49.76449396,1
pineapple_gQP_3_tQP_2.ply,48.87305811,1
pineapple_gQP_3_tQP_3.ply,32.0423144,1
pineapple_gsigma_0_tsigma_16.ply,71.00193693,1
pineapple_gsigma_0_tsigma_32.ply,46.79505656,1
pineapple_gsigma_0_tsigma_8.ply,84.52102377,1
pineapple_gsigma_2_tsigma_16.ply,46.57022418,1
pineapple_gsigma_2_tsigma_32.ply,33.10576109,1
pineapple_gsigma_2_tsigma_8.ply,54.34960733,1
pineapple_gsigma_4_tsigma_16.ply,37.64440405,1
pineapple_gsigma_4_tsigma_32.ply,32.97754017,1
pineapple_gsigma_4_tsigma_8.ply,39.16435793,1
pineapple_level_7.ply,2.239905326,1
pineapple_level_8.ply,19.29522572,1
pineapple_level_9.ply,68.22419612,1
pineapple_pqs_1_qs_16_rounded.ply,87.77451825,1
pineapple_pqs_1_qs_32_rounded.ply,68.39850184,1
pineapple_pqs_1_qs_48_rounded.ply,39.87160473,1
pineapple_pqs_1_qs_64_rounded.ply,23.88089977,1
pineapple_tsl_4_tqs_128.ply,63.26745992,1
pineapple_tsl_4_tqs_256.ply,38.95716868,1
pineapple_tsl_4_tqs_512.ply,22.17458195,1
pineapple_tsl_4_tqs_64.ply,72.74186109,1
pineapple_tsl_6_tqs_128.ply,54.87963725,1
pineapple_tsl_6_tqs_256.ply,42.95864394,1
pineapple_tsl_6_tqs_512.ply,22.95752369,1
pineapple_tsl_6_tqs_64.ply,63.04691124,1
pineapple_tsl_8_tqs_128.ply,74.12073085,1
pineapple_tsl_8_tqs_256.ply,49.59547029,1
pineapple_tsl_8_tqs_512.ply,30.34832817,1
pineapple_tsl_8_tqs_64.ply,86.21409658,1
